spp	x	y
Goupia glabra	-55.059354	-3.3969062
Goupia glabra	-57.189722	-11.225278
Goupia glabra	-45.299999	-2.23111
Goupia glabra	-55.965	-11.315
Goupia glabra	-52.160938	4.07399
Goupia glabra	-52.617642	4.844105
Goupia glabra	-53.544319	3.733769
Goupia glabra	-52.699099	5.073963
Goupia glabra	-52.278701	4.610076
Goupia glabra	-52.317002	4.838188
Goupia glabra	-52.407866	4.775992
Goupia glabra	-52.459973	4.559767
Goupia glabra	-52.393983	4.71091
Goupia glabra	-52.217607	4.569942
Goupia glabra	-52.31008	4.72584
Goupia glabra	-52.34055	4.316259
Goupia glabra	-52.344522	4.784561
Goupia glabra	-53.992162	5.477885
Goupia glabra	-52.476159	4.802383
Goupia glabra	-52.285103	4.281088
Goupia glabra	-53.486825	5.264862
Goupia glabra	-52.709116	5.06727
Goupia glabra	-53.637684	5.404028
Goupia glabra	-52.678378	5.167928
Goupia glabra	-52.673207	4.158197
Goupia glabra	-54.184584	5.296036
Goupia glabra	-53.462319	4.931652
Goupia glabra	-52.867444	5.252993
Goupia glabra	-73.494721	7.014086
Goupia glabra	-62.455	-5.943611
Goupia glabra	-51.843333	-1.803611
Goupia glabra	-52.531111	-0.159167
Goupia glabra	-75.067983	5.995683
Goupia glabra	-72.946225	-1.128517
Goupia glabra	-73.048656	-0.968269
Goupia glabra	-72.929958	-1.178331
Goupia glabra	-73.032528	-0.975333
Goupia glabra	-52.51543	4.46131
Goupia glabra	-68.456994	5.789548
Goupia glabra	-52.07713	4.1035
Goupia glabra	-52.15279	3.93086
Goupia glabra	-52.18769	4.21415
Goupia glabra	-52.20759	4.07039
Goupia glabra	-72.952297	-1.121581
Goupia glabra	-52.30213	4.91359
Goupia glabra	-69.808333	4.491944
Goupia glabra	-74.881551	6.244863
Goupia glabra	-70.114722	4.661667
Goupia glabra	-74.9445	5.987833
Goupia glabra	-53.082882	5.034068
Goupia glabra	-51.340937	-0.597329
Goupia glabra	-53.291633	5.300665
Goupia glabra	-51.90679	3.85077
Goupia glabra	-55.229328	5.459562
Goupia glabra	-73.704611	7.307472
Goupia glabra	-73.763611	7.352472
Goupia glabra	-58.314167	-0.652222
Goupia glabra	-53.010967	4.174161
Goupia glabra	-61.651667	-0.8125
Goupia glabra	-52.924612	5.269212
Goupia glabra	-59.508611	-10.065556
Goupia glabra	-54.926667	-3.050556
Goupia glabra	-53.099889	-3.433139
Goupia glabra	-54.336828	-2.783936
Goupia glabra	-52.592649	3.992367
Goupia glabra	-54.152278	-2.903583
Goupia glabra	-54.093739	-2.935667
Goupia glabra	-73.943889	3.336667
Goupia glabra	-74.259444	2.7775
Goupia glabra	-51.608611	0.962778
Goupia glabra	-51.597222	0.930278
Goupia glabra	-69.861889	-2.647139
Goupia glabra	-53.23546	3.61052
Goupia glabra	-53.22063	3.63101
Goupia glabra	-74.873202	5.968276
Goupia glabra	-63.838889	-7.783056
Goupia glabra	-77.899278	2.564
Goupia glabra	-72.684722	-1.525278
Goupia glabra	-72.686389	-1.543889
Goupia glabra	-74.019867	7.164167
Goupia glabra	-72.881944	1.496111
Goupia glabra	-74.007222	0.710167
Goupia glabra	-57.21114	3.076823
Goupia glabra	-57.013008	2.566108
Goupia glabra	-57.21326	2.9672
