spp	x	y
Pseudolmedia laevis	-74.228706	2.746524
Pseudolmedia laevis	-74.259444	2.7775
Pseudolmedia laevis	-73.247621	4.741016
Pseudolmedia laevis	-74.039722	1.970833
Pseudolmedia laevis	-74.152444	1.996417
Pseudolmedia laevis	-73.989472	1.993417
Pseudolmedia laevis	-74.097111	2.049306
Pseudolmedia laevis	-74.151806	1.663583
Pseudolmedia laevis	-74.075111	2.014528
Pseudolmedia laevis	-74.073611	1.986972
Pseudolmedia laevis	-74.13275	2.048583
Pseudolmedia laevis	-74.170139	1.988028
Pseudolmedia laevis	-73.262177	4.680152
Pseudolmedia laevis	-71.400141	3.781193
Pseudolmedia laevis	-71.444718	3.789605
Pseudolmedia laevis	-71.511542	3.839673
Pseudolmedia laevis	-71.440357	3.740475
Pseudolmedia laevis	-74.301002	0.162342
Pseudolmedia laevis	-72.771667	2.099861
Pseudolmedia laevis	-73.092262	2.183029
Pseudolmedia laevis	-75.227764	0.453058
Pseudolmedia laevis	-63.816111	-7.76
Pseudolmedia laevis	-74.275	1.091944
Pseudolmedia laevis	-73.186359	3.918111
Pseudolmedia laevis	-76.286427	0.544452
Pseudolmedia laevis	-76.30612	0.522934
Pseudolmedia laevis	-76.269719	0.541259
Pseudolmedia laevis	-76.307074	0.547987
Pseudolmedia laevis	-61.643611	-9.635278
Pseudolmedia laevis	-61.649722	-9.591111
Pseudolmedia laevis	-59.456389	-1.529444
Pseudolmedia laevis	-59.264722	-1.811389
Pseudolmedia laevis	-73.261831	9.573375
Pseudolmedia laevis	-68.995833	-9.270278
Pseudolmedia laevis	-58.545	-8.959722
Pseudolmedia laevis	-58.606111	-8.982778
Pseudolmedia laevis	-53.211162	3.617831
Pseudolmedia laevis	-71.99943	3.08984
Pseudolmedia laevis	-69.29916	5.92513
Pseudolmedia laevis	-71.99943	-1.90566
Pseudolmedia laevis	-71.99943	-2.17568
Pseudolmedia laevis	-72.13444	-1.90566
Pseudolmedia laevis	-74.6997	0.38957
Pseudolmedia laevis	-73.387333	4.076506
Pseudolmedia laevis	-73.544472	1.74525
Pseudolmedia laevis	-73.578111	1.683361
Pseudolmedia laevis	-73.082222	2.048333
Pseudolmedia laevis	-72.47869	8.4298
Pseudolmedia laevis	-73.75461	4.03494
Pseudolmedia laevis	-74.29466	3.35987
Pseudolmedia laevis	-69.97423	-2.98577
Pseudolmedia laevis	-70.6493	-2.04067
Pseudolmedia laevis	-70.37927	-2.3107
Pseudolmedia laevis	-74.15965	1.73971
Pseudolmedia laevis	-73.88962	1.60469
Pseudolmedia laevis	-70.91932	0.92963
Pseudolmedia laevis	-70.51428	4.57499
Pseudolmedia laevis	-71.59439	4.57499
Pseudolmedia laevis	-72.6745	2.27976
Pseudolmedia laevis	-72.6745	2.54979
Pseudolmedia laevis	-72.13444	2.81981
Pseudolmedia laevis	-71.59439	4.43998
Pseudolmedia laevis	-67.94903	3.35987
Pseudolmedia laevis	-53.4	5.2
Pseudolmedia laevis	-74.769189	4.537349
Pseudolmedia laevis	-55.697222	-10.978889
Pseudolmedia laevis	-72.577778	2.032
Pseudolmedia laevis	-73.394222	2.883778
Pseudolmedia laevis	-73.446944	2.840861
Pseudolmedia laevis	-79.050433	-0.731709
Pseudolmedia laevis	-72.662917	2.493806
Pseudolmedia laevis	-73.05	2.336944
Pseudolmedia laevis	-77.070932	-0.642987
Pseudolmedia laevis	-75.699149	-0.322187
Pseudolmedia laevis	-77.095256	-0.620146
Pseudolmedia laevis	-77.277984	-2.305117
Pseudolmedia laevis	-77.289983	-2.338659
Pseudolmedia laevis	-76.631729	-2.462559
Pseudolmedia laevis	-77.366978	-2.563936
Pseudolmedia laevis	-72.1253	-0.0072
Pseudolmedia laevis	-72.1022	-0.0153
